durofel,color,max_brix,Variety
73.34,3.077,22.4,3
72.286,3.029,21.3,3
78.25,3.058,21.3,3
79.035,3.71,21.4,3
79.755,4.624,23.3,3
77.579,4.015,20.8,3
75.907,4.263,22.9,3
74.093,3.846,23.1,3
75.72,3.937,23.2,3
77.991,4.009,22.4,3
79.28,4.197,24,3
78.299,3.746,23.1,3
71.95,4.138,21.6,3
79.23,4.761,21.6,3
79.48,4.221,21.8,3
78.31,2.94,20.8,18
76.87,2.97,21.8,18
76.92,2.91,19.3,18
79.16,2.49,22.6,5
79.4,2.58,22.1,5
78.38,2.32,22,5
77.37,2.79,21.7,5
78.37,2.56,21.8,5
76.95,2.66,21.9,5
71.284,2.964,22.9,1
73.641,2.879,22.7,1
72.813,3.131,23,1
75.233,3.79,21.8,3
75.51,2.2,22.5,5
76.32,2.21,21.6,5
78.35,2.93,20.5,5
75.39,2.12,20.6,5
76.24,2.62,22.9,5
75.11,2.104,22.3,1
77.96,1.38,22,1
74.58,2.63,22.9,1
76.075,2.929,21.8,1
77.011,3.03,21,3
76.98,2.29,20.3,3
77.31,2.76,21.6,3
76.823,2.624,21,3
76.291,2.716,21.5,3
78.243,3.084,21.2,3
75.794,2.862,21.1,3
72.783,2.59,22,3
77.263,2.85,21.7,3
77.791,2.51,20.8,3
78.243,3.119,21.1,3
75.936,2.974,21.6,3
78.56,4.03,23.7,2
78.35,4.03,24.6,2
79.79,4.03,20.6,2
78.67,3.29,25.7,2
77.96,2.47,21,5
77.56,2.04,22.1,5
79.37,2.47,21.2,5
79.16,2.35,21.1,5
78.35,2.76,22.3,5
78.95,3,22.3,5
77.16,2.5,17.7,5
76.14,2.85,20.1,5
77.4,2.71,22.2,5
76.32,2.73,19.8,5
77.4,2.71,21.7,5
78.14,2.94,21.3,5
78.32,2.85,22.5,5
78.14,3.56,20.3,5
78.14,3.68,22.8,15
78.32,3.65,21.9,15
78.35,3.68,22.1,15
78.98,3.53,20,15
78.35,3.79,23,15
78.74,3.59,24.7,15
78.49,3.59,21,15
78.98,3.53,22.5,15
79.19,3.71,24.3,15
78.35,3.59,23,15
78.32,3.53,24.2,15
78.14,3.62,23.9,15
75.29,3.79,24.8,15
74.94,4.08,22.7,15
78.53,3.32,22.7,15
78.14,3.56,25,15
76.81,3.75,24.7,15
78.98,2.12,20,18
78.46,2.91,21.3,16
78.98,3.09,22.8,16
77.96,3,22.4,16
79.503,2.85,21.7,11
78.77,2.26,21.3,11
78.49,2.71,22.3,5
77.15,2.68,22.3,5
70.005,3.157,24.5,3
76.348,2.893,25.7,3
75.484,3.113,24,3
75.43,2.97,24.5,13
75,3.72,26.2,13
78.56,3.65,25.5,13
79.79,3.94,27.6,13
77.46,3.92,25.6,13
77.54,3.94,26.1,13
75.84,4,28.3,13
78.77,3.76,25.1,13
74.97,3.91,26.8,13
77.54,4,27.7,13
76.2,2.65,18.4,5
77.59,2.71,19.7,5
78.14,2.44,21.1,14
76.07,2.65,18.9,14
74.922,3.332,22.3,3
78.37,2.82,24.1,13
78.56,3.06,26.6,13
77.19,2.94,22.8,13
76.24,2.89,24.9,13
77.89,3.7,25.3,13
77.18,3.29,24,13
78.56,3.32,30.3,13
79.19,4.12,27,2
79.19,4.15,25.5,2
77.38,3.27,20.2,5
78.32,3.37,21.3,5
77.96,3.26,21,5
77.54,3.08,22.5,5
78.35,3.2,21.5,5
76.77,3.29,20.6,5
78.14,3.38,21.4,5
78.14,3.29,23.8,5
78.98,3.76,23.9,15
78.77,3.77,23.4,15
78.53,4,24.7,15
75.37,4.06,25.3,15
68.97,3,20.6,18
75.96,2.94,22.1,18
79.19,3.29,23.3,16
78.77,3.59,23,16
74.82,2.945,21.4,14
78.56,1.93,22.5,14
78.17,2.29,18.9,14
78.53,2.88,22.6,18
78.14,2.95,23.8,18
78.32,2.94,22,18
75.632,2.921,21.2,5
78.77,2.43,20.5,5
78.95,2.9,21.1,5
78.35,3.65,21.9,5
74.505,2.771,18.2,1
77.97,2.38,23.9,1
78.67,2.34,19.7,1
73.569,2.918,20.4,1
71.251,3.022,20.3,1
78.495,2.853,21.4,1
73.654,3.204,20.9,3
74.85,3.21,21.9,3
75.772,2.901,18.9,3
73.114,4.704,22.5,3
77.93,4.022,21,3
77.57,2.24,22.8,5
78.32,2.65,22,5
76.56,2.79,17.5,5
74.12,2.85,21.3,5
76.02,2.95,21,5
77.99,3.15,22.1,5
77.54,3.4,21.8,5
78.56,3.14,21.7,5
78.98,3.37,22.1,5
78.77,3.4,20.7,5
78.14,2.94,21.1,5
76.92,3.58,21.9,5
78.73,3.11,22.1,5
76.35,3.83,21,5
73.65,3.83,20.5,5
76.01,2.867,20.9,3
74.871,2.905,20.7,3
72.315,2.941,20.7,3
76.532,2.821,21.6,3
77.831,2.99,21.2,3
77.536,3.27,21.3,3
75.506,3.015,21.4,3
74.485,4.218,23.8,3
79.01,3.07,26.4,13
78.034,3.02,24.3,13
76.11,3.204,23.2,13
77.5,3.08,24.8,13
74.357,3.162,24.4,13
76.02,3.29,25.2,13
72.565,3.109,24.8,13
77.38,3.62,26.6,13
79.19,3.35,23.6,13
77.96,3.33,24.4,13
77.16,3.249,26.6,13
77.79,3.59,27.4,13
77.79,3.24,23.2,13
78.35,3.77,29.2,13
73.846,3.065,21.1,5
78.37,2.3,23.6,5
77.93,3.55,25.7,13
76.654,3.085,26.8,13
76.399,3.145,21.1,5
78.531,3,21.8,14
79.58,2.53,23.8,14
77.9,2.73,21.5,14
77.167,3.069,23.9,14
78.77,4.29,24.4,2
74.91,3.81,24.1,2
79.048,2.975,24.2,1
77.743,2.987,21.8,1
75.33,3.91,22.7,16
72.81,4.08,21.6,16
74.35,3.85,21,16
72.93,4,21.2,16
78.14,2.91,23.2,13
77.38,3.03,23.3,5
78.56,3,23.3,5
75.59,3,23.4,13
77.77,3.2,25.1,13
79.19,4.38,23.9,2
77.09,4.72,26.4,2
78.38,2.29,22.2,5
77.09,2.94,22.8,5
78.11,2.53,21.8,5
77.53,2.88,22.3,5
76.88,3.55,20.4,5
74.21,3.39,22.6,5
75.18,3.8,22.2,5
78.98,3.96,26,15
76.11,4.12,26.2,15
78.076,3.08,21.3,3
77.27,3.045,21.3,3
78.38,3.27,23.3,3
79.58,2.85,23.9,3
78.56,3.1,25,18
79.19,2.91,21.3,18
78.14,3.21,22.6,18
78.77,2.91,23,18
77.65,3.46,23.4,6
78.11,3.94,28.2,13
78.35,3.56,24.3,13
77.34,3.91,27.4,13
76.88,4.09,24.5,13
75.78,3.77,27.5,13
75.35,4.32,26.8,13
77.33,4.3,24.8,13
78.59,3.71,25.6,13
78.89,4.35,26.7,13
76.38,4.03,26.8,13
76.7,3.56,22.3,5
76.5,3.82,21.1,5
77.37,3.65,21.7,5
78.49,3.17,21.4,5
75.12,3.85,22,5
75.51,4.06,21.1,5
74.55,3.74,0,5
76.66,3.94,23,5
76.94,3.57,23.9,5
79.19,3.01,20,5
77.93,2.77,21.2,5
76.13,3.44,20.9,5
76.49,3.47,22,5
78.11,3.17,20.5,5
74.64,3.74,20.2,5
74.37,3.56,23.1,5
77.33,3.51,22.2,5
75.78,3.62,22.2,5
74.31,3.95,22.1,5
77.93,3.44,22.8,5
74.82,3.04,23.6,5
76.63,2.85,22.7,5
77.96,3.38,22.2,5
77.89,3.18,24.2,5
75.86,3.59,22.2,15
75.66,3.56,22.2,15
74.84,3.8,19.9,15
77.71,3.74,24.2,15
78.56,2.02,22.6,5
75,2.67,21.7,5
67.91,2.56,22,5
73.05,2.59,20,5
71.99,3.05,21.9,5
76.103,3.166,22.2,3
77.046,2.85,22.1,3
77.53,3.092,22.1,3
77.242,3.045,24.6,13
77.535,2.959,26,13
76.656,2.957,25.3,13
77.97,3.135,28.4,13
75.879,3.1,21.7,13
78.77,2.83,23.6,13
76.66,3.16,27.4,13
78.7,3,27.9,13
77.77,4.03,28.2,13
75.66,3.94,29.9,13
76.607,2.925,22.1,9
77.824,3.18,22.3,9
78.38,4.7,26.4,2
79.43,2.47,19.6,5
77.018,3.005,20.5,5
78.14,2.86,21.9,5
78.38,2.58,23.1,5
78.56,2.65,22.5,5
76.53,3.12,21.8,5
77.54,3.29,22.3,5
74.41,3.8,24.9,5
75.96,3.86,23.3,5
76.88,3.95,24.1,15
78.53,3.82,23.1,15
76.99,2.92,20.8,3
75.074,2.378,21.1,14
78.243,2.815,22.5,14
78.279,2.69,18.5,14
74.829,2.83,21.7,14
77.579,3.042,22.5,14
76.095,2.958,21.2,14
79.251,3.015,25.5,11
76.291,2.65,21.4,11
76.68,2.95,25.9,11
75.253,4.161,24.7,11
74.87,3.143,21.4,5
74.67,2.95,21,5
73.05,2.52,20.9,5
77.6,2.82,23.8,5
73.59,2.79,22.2,5
71.89,3.085,22.3,5
74.78,2.84,21.1,5
74.94,2.86,21.6,5
75.81,2.73,21,5
73.13,2.62,20.1,5
75.75,2.65,21.4,5
72.74,2.88,23.1,5
76.21,2.78,22.5,5
75.57,2.53,21.5,5
73.59,2.88,22.9,5
76.56,2.8,20.9,5
71.95,2.89,21.3,5
73.5,3.67,22.9,5
74.56,3.71,20.8,5
74.22,3,20.8,5
74.79,2.82,20.8,18
75.18,2.8,21.6,18
73.68,2.91,20.2,18
75.42,3.18,27.4,13
75.08,2.88,25.4,13
77.98,2.77,26.3,13
74.97,3.15,21.7,13
77.89,3.41,27.5,13
78.77,3.14,24.7,13
79.19,3.09,24.9,13
76.75,3.36,27.5,13
76.49,3.3,24.8,13
77.3,3.29,23,13
77.8,3.36,25.6,13
71.99,3.15,25.1,13
78.95,4.56,24.5,2
79.09,4.71,23.7,2
78.53,4.53,24.3,2
73.77,4.85,23.2,2
75.86,4.41,25.7,2
79.19,4.68,23.9,2
78.56,4.56,21.9,2
78.77,4.82,27.2,2
77.96,4.81,22.6,2
78.59,4.84,25.2,2
78.11,4.81,25,2
78.14,4.82,25,2
78.13,4.87,25.1,2
73.65,4.82,26.8,2
78.53,4.81,26,2
77.14,4.94,28.1,2
77.79,4.94,26,2
74.1,2.88,19.8,5
73.47,3.06,21.2,5
76.13,2.97,23.2,5
75.69,2.92,21.1,5
77.53,2.84,20.3,5
70.14,3.97,25,15
79.19,3.29,24.3,15
73.02,3.94,25,15
73.7,4.16,24.8,15
74.97,3.74,25.5,15
76.87,3.77,25.8,15
77.05,3.56,25.5,15
75.37,4.09,26.4,15
74.82,4.17,25.7,15
76.66,3.94,27.7,15
78.2,3.97,25.2,15
78.46,3.97,24.7,15
78.41,3.97,23.1,15
77.33,3.97,22.2,15
72.6,3.88,26,15
78.14,3.27,24.2,15
73.69,4.15,26.9,15
72.91,3.94,25.8,15
77.12,3.79,25.9,15
77.75,3.77,24.1,15
79.19,3.77,21.4,15
77.93,3.82,23,15
74.46,3.87,22,15
76.52,3.71,21.8,15
69.75,3.71,26.4,15
77.02,1.91,17.4,18
78.49,2.71,19.3,18
78.28,2.71,21.7,18
77.37,2.77,22.3,18
76.38,2.53,22.1,18
77.79,2.62,20.3,18
76.95,2.59,19.7,18
76.95,2.74,20.5,18
77.18,2.74,21.5,18
77.79,2.88,22.1,18
74.67,2.85,18.2,18
73.61,2.88,21.8,18
78.14,3.79,21.7,18
77.93,3.06,21.1,18
75.75,3.41,21.2,18
78.77,3.76,26.3,16
76.95,3.74,24.6,16
76.78,2.964,20.6,14
75.195,2.94,21.7,14
78.17,2.35,19,14
77.57,2.53,21.9,14
75.86,2.29,22.2,14
75.59,2.18,23,14
75.15,2.62,20.8,14
78.1,2.94,25.3,11
76.67,3.18,27.3,13
77.79,2.5,25,13
78.77,2.65,23.1,13
78.53,2.74,25,13
78.25,2.71,23.6,13
77,2.88,25,13
78.28,2.79,23.3,13
71.19,3.06,26.1,13
79.19,3.59,27.1,2
79.19,4,26.9,2
79.19,4.33,27.5,2
77.93,4.82,23.5,2
78.804,3.924,27,2
79.19,4.68,23.3,2
78.35,4.79,25.8,2
77.54,4.88,28.8,2
79.19,4.5,27.3,2
79.4,4.88,28.4,2
78.59,3.59,26.3,2
76.576,3.03,20.7,5
77.66,3.073,21.4,5
77.18,3.39,20.6,5
73.23,3.4,22.3,5
75.39,3.65,21.8,5
76.79,3.33,21.3,5
78.39,3.15,22.2,5
78.56,2.91,22.4,5
75.69,3.28,22.1,5
79.19,4.03,23.7,15
77.72,3.88,23.3,15
78.98,3.77,21.1,15
78.56,4,22.9,15
79.19,3.82,22.6,15
78.98,3.97,22,15
78.98,3.91,23.5,15
76.79,3.77,23.2,15
77.82,3.79,24,15
78.53,3.1,23.6,18
75.57,3.2,23.4,18
77.79,3.18,21.3,18
76.29,3,19.8,5
77.34,2.944,27,13
77.57,3.21,23.1,13
77.54,3.26,24.5,13
77.18,2.91,26.3,13
77.36,2.91,25,13
78.32,2.91,23.3,13
78.31,3.01,22.1,13
78.35,2.88,25.7,13
76.28,3.04,24.2,13
77.35,3.09,22.8,13
77.96,4.129,27,2
80,3.154,29.5,2
76.557,3.122,20.2,5
78.037,3.053,22.5,5
76.535,3.093,20.8,5
76.8,2.78,22.9,5
77.998,3.048,21.1,5
77.753,3.068,20.5,5
74.26,3.04,21.8,5
77.01,2.76,21.1,5
77.57,2.64,20.3,5
77.65,2.43,17.1,5
73.777,3.132,20.9,5
78.35,2.96,22.7,5
77.35,3.05,20.9,5
72.44,2.94,20.1,5
75.5,2.89,21.6,5
72.2,2.8,22.1,5
78.17,2.65,20.5,5
75.04,3.02,22,5
74.64,2.9,22.6,5
78.347,2.871,21.8,1
70.399,3.08,22.3,1
78.15,2.62,25.3,1
74.96,3.25,22.3,1
76.08,3.11,24.4,1
79.19,3.85,22.9,15
71.19,3.74,22.4,15
78.42,4.09,23.7,15
77.5,3.96,23.1,15
77.01,2.97,20,18
77.16,2.88,20.2,18
76.1,2.96,21.6,18
73.93,3.04,18.5,18
67.34,3.3,20.6,18
76.34,3,19.2,18
77.71,3.04,21.1,18
76.53,3.12,20.2,18
74.34,2.99,21.3,18
74.82,2.94,20.6,18
74.73,3.2,20.9,18
72.79,2.97,22.1,18
75.14,3.07,19.8,18
75.38,1.8,19.5,1
