durofel_inf_65,durofel_65_70,durofel_sup_75,durofel_70_75,color_rojo,color_rojo_caoba,color_caoba,color_negro,color_caoba_oscuro,brix_rojo,brix_caoba_oscuro,brix_caoba,brix_negro,Temperatura_Ambiente,Temperatura_Pulpa,Variety
3,13,53,28,0,0,84,0,16,0,21.6,20.5,0,25.4,19,5
0,20.5,59,20.5,0,11.7,78,0,10.3,0,0,23.3,0,24,19,5
0,3,91,6,18,38,44,0,0,0,0,22.3,0,26.5,15,5
0,9,76,15,0,32,47,3,18,0,0,23.7,0,28,20.4,2
3,7,61,29,0,0,6,23,71,0,21.3,0,24.6,28.8,22.7,2
0,3,87,10,0,8.9,74.4,0,16.7,0,21.6,17.4,0,29.2,23,5
0,3,88,9,21,50,29,0,0,0,0,22.1,0,30.1,20.1,5
3.3,6.6,70.1,20,12,46,42,0,0,0,0,20.5,0,27.5,22,5
0,0,65,35,27,38,35,0,0,0,0,24.6,0,25.1,18.6,5
6,12,44,38,21,51,28,0,0,0,0,21.2,0,28,16,5
0,12,65,24,0,32,68,0,0,0,0,22.6,0,27,21.6,5
0,6,74,21,0,18,76,0,6,0,0,24,0,27.5,19.9,5
0,6,71,24,0,15,82,0,3,0,0,24.6,0,27,20.6,5
6,21,44,26,0,21,73,0,6,0,0,24.6,0,26.8,23.2,15
0,12,56,32,0,24,67,0,9,0,0,23.2,0,25.2,20,15
6,12,53,29,0,6,42,0,52,0,23.9,21.7,0,26.8,20.8,15
0,12,50,38,0,9,56,0,35,0,22.3,20.2,0,28.8,22,15
0,3,79,18,0,3,73,0,24,0,23.5,19.4,0,26.4,18.8,15
3,21,44,32,0,15,64,3,18,0,24.8,21.7,0,30,24,15
3,6,73,18,0,3,91,0,6,0,22,20.2,0,20.5,19.8,15
6,6,68,21,0,12,33,3,52,0,22.8,19.9,0,28,18.8,15
0,3,88,9,0,68,32,0,0,0,0,21.9,0,14.7,12.4,5
0,9,59,32,6,65,29,0,0,0,0,18.3,0,24.9,19.2,5
0,22,46,32,0,45,52,0,3,0,0,18.9,0,26.8,20.8,5
6,9,47,38,0,15,85,0,0,0,0,20.4,0,26.4,22.4,5
15,26,32,26,3,38,56,0,3,0,0,21.2,0,15.8,14.7,5
0,6,53,41,0,44,56,0,0,0,0,21.6,0,27.5,17,5
6,24,47,24,0,18,79,0,3,0,0,21.5,0,27.4,19.2,5
6,18,44,32,0,76,24,0,0,0,0,20.2,0,27.5,23,5
9,15,44,32,0,44,53,0,3,0,0,18.2,0,22.5,14,5
0,3.6,85.7,10.7,0,29.3,60.7,0,10,0,0,20.9,0,24.5,20,5
3,15,54,28,0,47,53,0,0,0,0,20.3,0,26.8,22.6,5
3,9,70,18,0,41,59,0,0,0,0,21.7,0,28.9,19.6,5
3,12,59,26,0,24,58,0,18,0,0,21.7,0,25,17.5,5
3,18,41,38,0,15,79,0,6,0,0,21.8,0,24,18,5
3,21,45,31,0,21,79,0,0,0,0,20.5,0,15.9,14.5,5
3,15,64,18,0,9,88,0,3,0,0,20.6,0,18.6,16,5
0,6,79,15,0,15,82,0,3,0,0,21.7,0,23.5,17.6,5
3,6,73,18,0,26,74,0,0,0,0,21.7,0,23.4,20.9,5
3,9,68,21,0,35,56,0,9,0,0,21.2,0,20,18.2,5
0,21,44,35,0,15,76,0,9,0,0,20.1,0,23.1,18,5
0,9,62,29,0,29,71,0,0,0,0,20.5,0,27.3,20,5
0,12,67,21,0,6,79,0,15,0,23.2,20.1,0,27.5,20.1,5
7.1,7.1,57.2,28.6,0,3.1,79,0,17.9,0,20.6,17.2,0,19.5,17.7,3
10.7,14.3,35.7,39.3,0,0,32,3,65,0,22,20.4,0,21,15.8,3
33,25,20,22,2,2,4,54,38,0,21,18.2,22,21.3,19.9,3
7.1,7.1,50,35.8,4.3,16.9,59.4,0,19.4,0,22.5,17,0,28,18,3
0,6,62,32,9,46,36,0,9,0,0,24.6,0,27.3,22.6,5
0,6,71,24,0,12,82,0,6,0,0,21.3,0,26.8,19,5
3,18,62,18,0,3,70,0,27,0,22.7,20,0,29.2,21,5
3,18,41,38,0,9,71,0,20,0,23.2,22,0,26.7,20,5
0,3,79,18,0,9,88,0,3,0,0,22.9,0,0,26.5,18
3.6,14.3,55,27.1,16.1,75.6,8.3,0,0,17.8,0,0,0,17.5,20.8,5
0,7.1,85.8,7.1,1.5,16.2,72.3,0,10,0,0,21.8,0,19.7,20.1,3
6.7,1,66.6,16.7,0,12.5,71.3,0,16.2,0,23.4,20,0,19.5,16,3
17.9,17.9,46.3,17.9,3,3,56,6,32,0,22.5,19,0,20.8,17,3
0,0,79,21,3,44,53,0,0,0,0,22.1,0,27.8,20.6,18
0,0,80,20,0,41,59,0,0,0,0,22.4,0,26.2,21.3,18
0,3,88,9,0,74,26,0,0,0,0,24.6,0,27.5,20.2,18
0,3.5,78.7,17.8,12.4,64.1,23.5,0,0,0,0,23.2,0,26.8,22.3,5
0,4,93,4,0,8,76.3,0,15.7,0,22.3,19.5,0,26,20.7,5
0,0,93,7,0,18.1,67,0,14.9,0,0,23.9,0,29.8,24.7,5
0,4,84,12,10,47,39,0,4,0,0,21.9,0,30,19,5
0,0,85,15,12,38,50,0,0,0,0,23.2,0,27.5,24,5
0,20.5,53.1,26.4,0,8.6,65.2,0,26.2,0,22.5,17.7,0,25,16,5
10,22,34,26,0,0,18,20,62,0,21.8,0,23.6,20.9,15,15
0,3,85,12,0,0,26,0,74,0,21.1,20.6,0,21.5,20,15
0,3,65,32,0,15,75,0,10,0,0,22.3,0,26.9,17.2,5
0,6,53,41,0,16,84,0,0,0,0,22.2,0,18.5,16.8,5
12,15,47,26,0,21,79,0,0,0,0,24.5,0,18.5,16.8,15
12,18,40,30,0,0,18,0,82,0,24.1,21.8,0,27.6,20,15
0,4,82,14,9,29,62,0,0,0,0,21.5,0,21.5,18.6,5
0,17,60,23,0,11.4,68.4,0,20.2,0,21.1,17.4,0,28.9,21,5
0,12,71,18,0,9.1,70.8,0,20.1,0,23.4,18,0,27.8,22.6,5
0,9,50,41,6,29,65,0,0,0,0,21.1,0,30.5,24,5
0,2.9,76.6,20.5,0,4.6,78.2,0,17.2,0,22.6,20.7,0,15,2265,5
0,8.8,76.5,14.7,0,8.2,76,0,15.8,0,21.9,19.4,0,24,18,5
0,7.1,67.9,25,0,16.7,58.4,0,24.9,0,23,18.4,0,24.8,16.8,3
7.1,14.3,60.7,17.9,0,0,9.4,19,71.6,0,18.9,0,24.8,26,24.9,3
3.5,14.2,60.9,21.4,0,0,17.4,11.7,70.9,0,25.5,21.6,0,26.8,24,3
0,6,85,9,0,0,61,0,39,0,22.8,19.6,0,21.3,19.6,18
0,3,76,21,0,0,20,3,77,0,22.3,20.9,0,21.8,20.7,18
3,9,56,32,0,0,74,0,26,0,22.3,20.4,0,25.9,16.2,18
3,18,62,18,0,0,70,3,27,0,22,20.1,0,27.2,18.6,18
0,3,76,21,0,6,71,0,24,0,25.8,21.5,0,15.9,14.2,16
0,12,53,35,0,0,44,3,53,0,25.8,23.8,0,24.4,19.4,16
21.4,28.5,39.4,10.7,11.7,73.3,15,0,0,0,0,21.2,0,30,28,4
6,50,8,36,12,23,59,0,6,0,0,25.5,0,30,27.2,4
21.4,25,28.6,25,1.9,19.6,72.9,0,5.6,0,0,21.7,0,26.3,20.1,4
0,3.6,92.8,3.6,0,9.2,78.1,0,12.7,0,0,23,0,29,18.9,3
3.6,14.3,78.5,3.6,0,11,89,0,0,0,0,21.9,0,26.9,23,3
10.5,13.2,52.6,23.7,0,20.8,68.2,0,11,0,0,21.8,0,26,23,3
32.1,32.3,17.8,17.8,0,10.1,69.9,0,20,0,21,18.4,0,25.2,19,3
7.1,7.1,75,10.7,0,11.3,74.2,0,14.5,0,22,19.8,0,19.8,14,3
0,3.6,71.4,25,0,0,6.1,8.5,85.4,0,23,19.8,0,24,18,3
17.9,17.9,46.4,17.8,0,10.1,75.4,0,14.5,0,22,20.2,0,28,21,3
3.1,7.2,61.1,28.6,0,3,82,0,15,0,22.2,10.7,0,29,20,3
0,7.1,85.8,7.1,0,17.5,67.1,0,15.4,0,0,21.1,0,27,18.3,3
0,3,65,32,0,3,67,15,15,0,27,23.1,0,27.4,19.5,13
3,15,50,32,0,9,56,9,26,0,26,20.3,0,22,18,13
0,3,88,9,0,0,27,6,67,0,24.1,20.2,0,28.5,23,13
0,0,75,25,0,37,57,0,6,0,0,22.2,0,28,21,5
0,3,88,9,0,11,79,0,10,0,0,21,0,28.4,23.1,18
3,6,82,9,0,3,68,0,29,0,22.6,19.4,0,21.6,17.6,18
9,9,50,32,0,26,74,0,0,0,0,19.6,0,24.8,19.8,18
0,3,71,26,0,21,79,0,0,0,0,20.9,0,28.8,20,18
21,29,9,41,0,0,82,0,18,0,22.6,19.1,0,32,22.2,18
17,42,16,25,0,3,85,0,12,0,20.2,18.2,0,28.9,18.4,18
41,26,9,24,0,0,62,0,38,0,25.2,20.8,0,30.1,18,18
6,21,44,29,9,24,59,0,8,0,0,22,0,28.7,20,14
3,9,68,21,3,34,58,0,5,0,0,22,0,27.5,19.6,14
3.5,7.1,68,21.4,0,2.1,70.6,0,27.3,0,26.3,21.7,0,18,16,13
0,18,68,14,0,0,9.7,17,73.3,0,21.8,0,28,24,21.5,13
7,4,79,11,0,12,41,0,47,0,26.2,22,0,22.5,17.1,13
3.5,14.2,57.3,25,0,0,19.7,8,72.3,0,23.4,20.6,0,29.5,21.4,13
12,15,59,15,0,4.6,74.8,2.4,18.2,0,23.6,20,0,27,20,13
0,3,74,24,0,18,55,12,15,0,0,23.1,0,28.9,21.8,13
2.9,8.8,76.6,11.7,0,3.5,71.7,1.9,22.9,0,23.3,20.2,0,24,18,13
0,3.6,78.5,17.9,0,0,0,60.5,39.5,0,22.1,0,27.7,28,22.2,2
0,3,94,3,0,6,82,3,9,0,25.7,20.1,0,27.6,19,2
0,0,84,16,0,3,29,12,56,0,24.7,20.4,0,24.4,18.6,2
3,10,73,14,0,0,50,0,50,0,26.1,20.4,0,28.7,21,15
0,0,81,19,0,0,56,0,44,0,22.2,21.6,0,28,20,15
0,4,89,7,0,8,30,0,62,0,24.3,20.8,0,28.5,22.5,15
0,0,79,21,0,0,39,6,55,0,23.5,21.4,0,29.5,20,15
0,0,74,26,0,0,47,9,44,0,24,22.8,0,29.9,21.3,15
0,6,81,16,0,0,41,3,56,0,21.4,20.7,0,18.8,15.9,15
0,3,76,21,0,0,47,0,53,0,24.5,22,0,20.7,19.6,15
0,3,76,21,0,0,44,3,53,0,22.3,21.2,0,17.5,14.5,15
0,3,91,6,0,3,65,0,32,0,23.4,21.4,0,25.4,17.5,15
0,0,79,21,0,0,53,0,47,0,22,20.5,0,27.4,19,15
0,0,76,24,0,0,24,6,70,0,22.4,20.3,0,28.1,21.6,15
0,3,85,12,0,0,41,0,59,0,23.3,20.5,0,22.8,17.5,15
10.3,14.7,39.3,35.7,0,4.8,85.2,0,10,0,21.4,18.4,0,19.1,16,3
5.9,5.9,73.5,14.7,12,15,53,0,20,0,21.3,20,0,27,23.1,3
3.5,17.8,53.7,25,0,0,32.1,0,67.9,0,21.9,19.5,0,22,17.5,3
0,0,97,3,0,10,67,5,18,0,23.8,20.9,0,27.8,25,16
0,3,88,9,0,3,82,0,15,0,22,21.3,0,27,19.8,16
0,7.1,71.5,24.4,0,8.6,86.1,0,5.3,0,0,24.1,0,21.2,13,8
14.2,32.1,21.6,32.1,12,41,38,0,9,0,0,22.2,0,24,17.5,8
3.6,14.3,46.4,35.7,0,24.1,69.3,0,6.6,0,0,22.8,0,20.8,16.4,8
3.6,21.4,50,25,6.6,24.5,48.9,0,20,0,0,22,0,25.8,21,8
0,3.6,85.7,10.7,7.8,15.9,76.3,0,0,0,0,22.5,0,28,18.7,8
0,8.8,50,41.2,9,29,59,0,3,0,0,22.3,0,28,22.3,8
0,7.1,71.5,17.8,1.5,13.9,67.2,0,17.4,0,0,21.5,0,24.3,18.6,8
10.7,25.6,25,35.7,0,13,60.6,0,26.4,0,22.8,17.6,0,28,22.5,8
0,7.1,64.4,28.5,0,17.2,59.4,0,23.4,0,24.5,18.6,0,24.8,19.4,8
0,17.8,64.4,17.8,0,12.2,56.1,0,31.7,0,23.4,17.5,0,25.8,20,8
3.5,10.7,71.6,14.2,0,19.8,75.5,0,4.7,0,0,23.9,0,21,12.4,14
6,24,44,26,0,6,91,0,3,0,0,24.8,0,25.5,17,13
0,6,76,18,0,3,50,0,47,0,27.6,24.6,0,27.5,20.1,13
3,6,73,18,0,0,12,15,73,0,27.8,23.4,0,26.7,19.9,13
3,18,45,34,0,0,21,6,73,0,26.2,25.3,0,21.2,18.6,13
6,9,59,26,0,21,73,0,6,0,0,27.6,0,27.4,19,13
6,12,41,41,0,0,12,3,85,0,24.4,21.6,0,26.5,22,13
15,24,32,29,0,0,24,12,64,0,24.8,22,0,29.6,22.8,13
4,4,86,7,12,38,50,0,0,0,0,20.2,0,23,15.3,5
0,8,72,20,6,15,73,0,6,0,0,22.1,0,25,18,5
3.6,10.7,50,35.7,0,16.4,64.1,0,19.5,0,22.2,20.1,0,27.5,22,5
3,9,79,9,0,15,79,0,6,0,0,21.7,0,26.5,20,5
0,22,47,31,3,12,76,0,9,0,0,23.1,0,25.7,16,5
3,9,67,21,9,41,47,0,3,0,0,21.8,0,28,20,5
3,6,61,30,15,36,45,0,4,0,0,22.5,0,28,23,5
0,3,88,9,0,41,55,0,4,0,0,22.9,0,24.5,16.5,5
3,3,68,26,3,55,42,0,0,0,0,20.4,0,27.8,21.6,5
0,3,64,33,0,48,52,0,0,0,0,22,0,27,21.7,5
0,3,85,12,0,35,62,0,3,0,0,18.2,0,25.9,18,5
3,18,58,21,0,29,71,0,0,0,0,22.5,0,26.4,20.6,5
3,6,76,15,0,35,65,0,0,0,0,22.1,0,26.3,20.6,5
0,18,56,26,0,12,85,0,3,0,0,21.5,0,28.4,20,5
3,13,50,34,0,24,73,0,3,0,0,22.7,0,27.3,20.1,5
6,9,50,35,0,35,65,0,0,0,0,21.6,0,27.3,20.1,5
0,6,79,15,0,9,73,0,18,0,22.5,21.5,0,25,20,5
0,10,70,21,0,18,73,0,9,0,0,24.8,0,26.3,20,5
0,6,76,18,0,3,82,0,15,0,21.7,21.3,0,27.7,19.7,5
3,3,71,24,0,13,81,0,6,0,0,23.4,0,27.5,23.9,5
0,6,85,9,0,16,81,0,3,0,0,22.9,0,26.8,21,5
3,9,56,32,0,6,74,0,20,0,22.9,20,0,29.5,21,5
3,6,68,24,0,3,87,0,10,0,21.1,20.4,0,27.5,23.1,5
3,18,55,24,0,3,82,0,15,0,20.8,19.9,0,27.6,21,5
3,15,59,24,0,0,65,3,32,0,23.9,22.6,0,20.5,17.6,5
0,6,76,18,0,0,65,0,35,0,22.8,20.5,0,21.1,18.2,5
15,18,26,41,0,0,3,6,91,0,19.9,0,21.7,26.6,21.5,5
0,14.3,71.4,14.3,9.9,38,51.5,0,0.6,0,0,18.3,0,29,27.7,1
0,17.9,42.9,39.2,4.2,39.7,55.1,0,1,0,0,22,0,20.3,23,1
3.6,10.7,35.7,50,5.5,45.8,48.7,0,0,0,0,18.9,0,28.9,19,1
14.3,28.6,25,32.1,0,19.2,75.1,0,5.7,0,0,18.9,0,30,25,1
6,12.1,66.7,15.2,0,9.8,83.7,0,6.5,0,0,19.3,0,28.3,22.1,1
3.6,17.8,32.2,46.4,0.6,18.5,75.2,0,5.7,0,0,19.1,0,28.7,27,1
3.5,10.7,71.5,14.3,2.7,20.2,74.1,0,3,0,0,17,0,27,17,1
7.1,17.9,32.1,42.9,24,44,29,0,3,0,0,19.6,0,27.5,23.5,1
3.5,17.8,53.6,25.1,3,32,62,0,3,0,0,20.5,0,26,23.5,1
0,3,85,12,0,12,70,0,18,0,0,19.1,0,31.2,18.5,3
0,0,71,29,3,12,76,0,9,0,0,20.1,0,28.5,18,3
0,0,66,34,2,8,82,0,8,0,0,19.5,0,28.5,18.2,3
0,4,82,14,0,4,76,0,20,0,19,16.5,0,28,19.3,3
3,9,63.8,24.2,0,16,56,0,28,0,21.2,17.5,0,29.2,18,3
2.4,24.3,31.9,41.4,0,13,72.8,0,14.2,0,0,20.4,0,25,18,3
0,17.8,57.2,25,4.3,75.7,20,0,0,0,0,20.7,0,29.3,23,3
7.1,10.7,50.1,32.1,0,15.8,69.4,0,14.8,0,0,20.7,0,27.5,24,3
7.1,14.3,60.7,17.9,1.3,14.1,69.2,0,15.4,0,0,20.8,0,26,20,3
17.9,17.9,42.8,21.4,0,5.7,64.9,0,29.4,0,0,20.4,0,30,22,3
17.9,19.7,39.2,25,0,11.9,59.5,0,28.6,0,0,21.1,0,30,26.3,3
7.1,7.1,67.9,17.9,2.8,17.9,73.4,0,5.9,0,0,21.5,0,19,14.3,3
7.1,10.7,57.2,25,1.5,13.4,75.1,0,10,0,0,20.6,0,20,19,3
7.6,15.3,57.9,19.2,0,11.9,78.1,0,10,0,0,21.1,0,19.2,16.5,3
3.4,6.8,69.2,20.6,0,8.2,73.7,0,18.1,0,18,20.1,0,20,19,3
0,3.6,78.5,17.9,0,10.4,69.6,0,20,0,19.9,18,0,17,14.4,3
7.1,7.1,64.4,21.4,0,13.8,66.3,0,19.9,0,22.9,17.1,0,19,16.6,3
14.3,32.1,21.5,32.1,0,3.2,77.8,0,19,0,21.4,18.6,0,19,16,3
0,9.3,68.9,21.8,2.8,13.2,68.6,0,15.4,0,0,21,0,21.6,15.7,3
0,18.5,59.3,18.5,0,6.8,78.7,0,14.5,0,22.4,17.8,0,21.6,18.1,3
17.9,21.4,28.6,32.1,0,12.6,71.9,0,15.5,0,0,21.3,0,24.7,15.2,3
0,0,75,25,0,9.4,75.4,0,15.2,0,21.3,18.3,0,24.5,11.4,3
0,3.6,89.3,7.1,0,0,29,0,71,0,21.4,20,0,24,20,3
0,0,96.5,3.5,0,0,6.8,69.2,24,0,19.6,0,23.3,23,18,3
0,7.1,71.5,21.4,0,0,6.2,7.7,86.1,0,19.5,0,20.8,25,17,3
0,14.2,53.7,32.1,0,0.8,18.7,46.6,33.9,0,21.8,0,22.9,28.5,23,3
7.1,21.9,42.5,28.5,0,0,23,7.6,69.4,0,23.1,22.5,0,28.3,21,3
0,21.4,57.2,21.4,0,0,12.4,6.1,81.5,0,23.2,22,0,26.5,16.7,3
3.6,3.6,78.5,14.3,0,0,8.5,9.4,82.1,0,22.4,20.7,0,30,22.5,3
0,3.6,92.8,3.6,0,0,7.4,27.1,65.5,0,21.5,0,24,24,19.5,3
0,3.5,78.7,17.8,0,5.3,14.8,0,79.9,0,23.1,20,0,26,22.6,3
18,18,21,43,0,0,8.8,22.6,68.6,0,18.2,0,21.6,27,23,3
0,0,89,11,0,0,0,76.1,23.9,0,21.2,0,21.6,24,18,3
0,4,96,0,0,0,2.5,24.6,72.9,0,21.4,0,21.8,26,19,3
3,6,74,18,0,9,88,0,3,0,0,20.8,0,26.7,20,18
6,12,62,21,0,12,79,0,9,0,0,21.8,0,26.6,18.8,18
6,18,47,32,0,12,85,0,3,0,0,19.3,0,29.4,20,18
0,0,88,12,5,41,54,0,0,0,22.6,18.4,0,29.4,24.7,5
0,3,94,3,8,26,66,0,0,0,0,22.1,0,27,22,5
0,6,82,12,18,32,50,0,0,0,0,22,0,28.2,20.2,5
0,3,65,32,3,15,82,0,0,0,0,21.7,0,27.8,23,5
0,9,74,18,0,47,50,0,3,0,0,21.8,0,27.5,19.5,5
0,3,59,38,0,37,60,0,3,0,0,21.9,0,26.3,19,5
10.7,39.3,21.4,28.6,1.9,13.1,71.7,0,13.3,0,0,22.9,0,29,26,1
7.1,21.5,35.7,35.7,4,13.3,73.5,0,9.2,0,0,22.7,0,29,21.8,1
14.3,21.5,32.1,32.1,0,11.3,64.3,0,24.4,0,23,20.2,0,19.8,15,1
7.2,7.2,46.3,39.3,0,0,24,3,73,0,21.8,16.6,0,25,23,3
0,20,53,27,21,38,41,0,0,0,0,22.5,0,4.8,5.2,5
3,6,56,35,24,31,45,0,0,0,0,21.6,0,4,6.8,5
0,3,79,18,0,16,75,0,9,0,0,20.5,0,3.8,6,5
3,18,53,26,0,88,12,0,0,0,0,20.6,0,3.7,6,5
0,9,54,37,0,38,62,0,0,0,0,22.9,0,3.8,7,5
7.1,17.9,53.6,21.4,6.5,76.6,16.9,0,0,0,0,22.3,0,12,6,1
0,6,76,18,70,22,8,0,0,16.6,0,22,0,12,6,1
0,14,45,40,2,33,65,0,0,0,0,22.9,0,6.4,5.5,1
7.1,14.3,64.3,14.3,0,18.5,70.1,0,11.4,0,0,21.8,0,10,11.5,1
7.1,7.1,71.5,14.3,1.7,10.8,70.3,0,17.2,0,0,21,0,12,6,3
0,6,62,32,9,53,38,0,0,0,0,20.3,0,12,6,3
0,11,71,18,0,24,76,0,0,0,0,21.6,0,6.4,5,3
3.6,10.7,67.9,17.8,1.8,34,64.2,0,0,0,0,21,0,10,18.4,3
7.1,10.7,64.3,17.9,4.5,19.4,76.1,0,0,0,0,21.5,0,7,6.5,3
3.6,3.6,82.1,10.7,0,8.3,75,0,16.7,0,0,21.2,0,5.8,6.9,3
7.1,10.7,57.2,25,2.3,15.5,75.9,0,6.3,0,0,21.1,0,4.1,5.9,3
17.9,21.4,35.7,25,3,35,62,0,0,0,0,22,0,4.3,8,3
7.1,7.1,75.1,10.7,0,19.5,76,0,4.5,0,0,21.7,0,4.5,5,3
0,5.9,73.5,20.6,17,15,68,0,0,0,0,20.8,0,4.5,11.2,3
3.6,3.6,82.1,10.7,0,2.2,83.7,0,14.1,0,21.1,17.9,0,5,6.6,3
0,17.8,57.2,25,0,10.9,80.8,0,8.3,0,0,21.6,0,6,5.5,3
0,3,82,15,0,0,6,9,85,0,23.7,19.3,0,26.7,18.9,2
3,6,85,6,0,0,6,9,85,0,21.7,0,24.6,28,20,2
0,0,97,3,0,0,15,18,67,0,18.2,0,20.6,20.8,14.4,2
0,0,81,19,0,0,71,0,29,0,25.7,22.7,0,28.6,20.1,2
0,6,76,18,12,29,59,0,0,0,0,21,0,29.4,23,5
0,12,65,24,26,44,30,0,0,0,0,22.1,0,27.2,25,5
0,0,91,9,9,38,50,0,3,0,0,21.2,0,26,16,5
0,0,88,12,9,47,44,0,0,0,0,21.1,0,26,17,5
0,3,79,18,0,24,76,0,0,0,0,22.3,0,27.5,21,5
0,0,85,15,0,15,70,0,15,0,0,22.3,0,21.1,16.5,5
0,10,68,22,0,55,40,0,5,0,0,17.7,0,26.5,22.2,5
3,9,56,32,0,25,65,0,10,0,0,20.1,0,27.4,21.2,5
0,6,68,26,0,29,71,0,0,0,0,22.2,0,0,18.4,5
3,6,56,35,0,27,73,0,0,0,0,19.8,0,20.9,19.8,5
0,6,68,26,0,29,71,0,0,0,0,21.7,0,27.1,19,5
0,3,76,21,0,15,76,0,9,0,0,21.3,0,27,20,5
0,0,76,24,0,15,85,0,0,0,0,22.5,0,29,21.5,5
3,6,82,9,0,0,44,0,56,0,20.3,19,0,29.6,22.8,5
3,6,82,9,0,0,32,0,68,0,22.8,21,0,29.5,20.6,15
0,0,76,24,0,0,35,0,65,0,21.9,20.5,0,30.4,23.6,15
0,3,79,18,0,0,32,0,68,0,22.1,20.8,0,30.5,23,15
0,3,88,9,0,0,47,0,53,0,19.3,20,0,24.2,19.8,15
3,6,85,6,0,0,24,3,73,0,23,22.2,0,23.8,19,15
3,3,88,6,0,0,41,0,59,0,24.7,23.7,0,24.4,18.2,15
0,3,81,16,0,0,41,0,59,0,21,20.7,0,27,23.3,15
0,3,88,9,0,0,47,0,53,0,22.5,20.2,0,30,22.5,15
0,3,91,6,0,0,29,0,71,0,24.3,23.1,0,29.2,22.8,15
0,3,79,18,0,0,41,0,59,0,23,22.6,0,21.7,18.4,15
3,3,82,12,0,0,47,0,53,0,24.2,20.8,0,29.7,20,15
3,6,82,9,0,0,38,0,62,0,23.9,22.1,0,30,19.8,15
10,15,57,18,0,0,24,3,73,0,24.8,19.3,0,30.9,21.9,15
6,18,50,26,0,0,12,20,68,0,21.5,0,22.7,32.8,23.1,15
3,3,85,9,0,18,35,3,44,0,22.7,16.5,0,27.9,18.9,15
3,6,82,9,0,0,50,6,44,0,25,20.6,0,30,20,15
3,6,63,28,0,0,31,6,63,0,24.7,20,0,30,24.6,15
0,3,88,9,3,82,15,0,0,0,0,20,0,18.5,15.4,18
0,0,78,22,0,9,91,0,0,0,0,21.3,0,28.9,20,16
0,3,88,9,0,6,79,0,15,0,22.8,19.5,0,29.8,22.6,16
0,6,76,18,0,12,76,0,12,0,0,22.4,0,29.2,20,16
0,0,92.9,7.1,0,35,45,0,20,0,0,21.7,0,28.3,24.8,11
0,3,85,12,18,44,32,0,6,0,0,21.3,0,28.2,24.8,11
0,3,81,16,3,26,68,0,3,0,0,22.3,0,27.5,23.2,5
3,12,73,12,0,41,50,0,9,0,0,22.3,0,23.5,18,5
7.1,7.1,46.5,32.1,0,14.3,55.7,0,30,0,24.5,19.9,0,19,17.5,3
3.6,14.3,64.2,17.9,6.3,14,63.8,0,15.9,0,25.7,20,0,19,16.8,3
6.9,13.8,55.2,24.1,0,4.3,80.1,0,15.6,0,24,19.9,0,19,16.8,3
9,18,50,24,0,18,67,0,15,0,0,24.5,0,27.5,18,13
0,18,44,38,0,6,18,2,74,0,26.2,23.5,0,28.9,22.9,13
0,3,82,15,0,0,35,0,65,0,25.5,20.6,0,23.4,20.4,13
0,0,97,3,0,0,13,7,80,0,27.6,23.5,0,20.2,15.6,13
3,8,74,15,0,0,18,10,72,0,25.6,23.5,0,22.1,16.5,13
0,6,70,24,0,0,9,3,88,0,26.1,23.2,0,24.5,18.1,13
0,18,56,26,0,0,12,12,76,0,28.3,24.7,0,23,18.1,13
0,3,85,12,0,0,27,3,70,0,25.1,23.1,0,18.7,15.8,13
3,18,47,32,0,0,15,6,79,0,26.8,24.9,0,24.9,19,13
3,9,76,12,0,0,16,16,68,0,26.7,0,27.7,27.3,18.9,13
0,12,56,32,0,38,59,0,3,0,0,18.4,0,28,22.3,5
0,15,68,18,0,32,65,0,3,0,0,19.7,0,27.5,21.6,5
0,3,76,21,0,56,44,0,0,0,0,21.1,0,21.1,15.8,14
6,12,61,21,0,41,53,0,6,0,0,18.9,0,28,23.3,14
0,17.9,42.8,39.3,0,7.8,63.1,11.9,17.2,0,0,22.3,0,27.5,24.2,3
0,9,74,18,0,24,70,0,6,0,0,24.1,0,19.7,14,13
0,3,82,15,0,3,88,0,9,0,0,26.6,0,24.7,16.6,13
0,6,65,29,0,12,82,0,6,0,0,22.8,0,26.6,19,13
9,15,59,18,0,32,53,6,9,0,0,24.9,0,27.5,21,13
0,6,75,19,0,0,36,6,58,0,25.3,22.4,0,26.1,18.6,13
0,12,70,18,0,6,59,0,35,0,24,20.9,0,27.6,18.1,13
0,3,82,15,0,9,53,3,35,0,30.3,22.4,0,27.2,22.3,13
0,3,91,6,0,0,9,21,70,0,23.1,0,27,29.9,23,2
0,3,91,6,0,0,3,18,79,0,22.3,0,25.5,20,15,2
0,15,65,21,0,9,55,0,36,0,20.2,17.5,0,26.1,20,5
0,0,76,24,0,3,57,0,40,0,21.3,20,0,19.6,15.8,5
0,6,76,18,0,9,56,0,35,0,21,19.7,0,25,16.8,5
3,9,76,12,0,12,68,0,20,0,0,22.5,0,27.3,20,5
0,3,79,18,0,0,80,0,20,0,21.5,18.8,0,22,17,5
0,6,59,35,0,15,41,0,44,0,20.6,19.1,0,28.6,21.7,5
0,3,76,21,0,3,59,3,35,0,21.4,20.9,0,22.8,17,5
0,3,76,21,0,3,65,0,32,0,23.8,23.3,0,31,20.6,5
0,3,88,9,0,0,24,0,76,0,23.9,22.2,0,25,18,15
0,3,85,12,0,0,26,3,71,0,23.4,20.1,0,26.8,18,15
